grid_type,diffusion_evs,diffusion_hps,diffusion_pv_storage,curtailment,tariff_wholesale,tariff_grid_usage_fee,q,component,value
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Bus 89_HH1a_random_vacSummer_ees,0.008199999999999999
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Load 61_entity,-0.00011803396058864339
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Bus 51_HH2a_eff_vacSummer_ees,0.0039
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Load 97_entity,-6.491568393470093e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Bus 8_HH2a_random_vacWinter_ees,0.006
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Load 34_entity,-0.0001342931166073426
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Bus 20_HH2b_eff_vacSummer_ees,0.0037
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Load 11_entity,-7.541219232903856e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV4.232 Bus 37_HH2a_eff_vacWinter_ees,0.0039
standard,70,standard,standard,none,rtt,fix,q09697,LV4.232 Load 35_entity,-6.541354944207611e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Bus 28_HH1a_random_vacSummer_ees,0.008199999999999999
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Load 3_entity,-0.00011803396058864339
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Bus 17_HH1a_random_vacSummer_ees,0.008199999999999999
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 24_entity,-5.5047e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 70_entity,-0.00011803396058864339
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Bus 99_HH1a_eff_vacSummer_ees,0.004900000000000001
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Load 98_entity,-0.00011059686946300945
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Bus 40_HH1a_random_vacWinter_ees,0.0088
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Bus 40_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 32_entity,-0.0001385687730235231
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 80_entity,-0.000455058
standard,70,standard,standard,none,rtt,fix,q09697,LV4.202 Bus 34_HH1a_random_vacWinter_ees,0.0088
standard,70,standard,standard,none,rtt,fix,q09697,LV4.202 Bus 34_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09697,LV4.202 Load 7_entity,-0.0001385687730235231
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Bus 124_HH2b_eff_vacSummer_ees,0.0037
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Load 53_entity,-7.541219232903856e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Bus 7_HH1a_random_vacSummer_ees,0.008199999999999999
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 15_entity,-0.00011803396058864339
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 63_entity,-7.541219232903856e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Bus 109_HH1b_eff_vacWinter_ees,0.0056
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Bus 109_HH1b_eff_vacWinter_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Load 80_entity,-9.738720331293197e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV4.219 Bus 8_HH2a_random_vacSummer_ees,0.0064
standard,70,standard,standard,none,rtt,fix,q09697,LV4.219 Bus 8_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV4.219 Load 4_entity,-7.656083532962227e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Bus 55_HH1a_random_vacWinter_ees,0.0088
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Bus 55_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Load 37_entity,-0.0001385687730235231
standard,70,standard,standard,none,rtt,fix,q09697,LV4.232 Bus 44_HH2b_eff_vacWinter_ees,0.0037
standard,70,standard,standard,none,rtt,fix,q09697,LV4.232 Bus 44_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV4.232 Load 41_entity,-7.095650983005971e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Bus 34_HH2a_eff_vacSummer_ees,0.0039
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Load 70_entity,-6.491568393470093e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Bus 34_HH1b_random_vacWinter_ees,0.0066
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Load 70_entity,-0.00010296098184290383
standard,70,standard,standard,none,rtt,fix,q09697,LV4.219 Bus 5_HH1b_eff_vacWinter_ees,0.0056
standard,70,standard,standard,none,rtt,fix,q09697,LV4.219 Bus 5_HH1b_eff_vacWinter_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV4.219 Load 14_entity,-5.5047e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV4.219 Load 26_entity,-9.738720331293197e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Bus 23_HH1a_random_vacWinter_ees,0.0088
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Bus 23_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Load 52_entity,-0.0001385687730235231
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Load 28_entity,-0.00012006099999999999
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Bus 83_HH1a_eff_vacSummer_ees,0.004900000000000001
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Load 72_entity,-0.00011059686946300945
standard,70,standard,standard,none,rtt,fix,q09697,LV2.217 Bus 77_HH2b_eff_vacWinter_ees,0.0037
standard,70,standard,standard,none,rtt,fix,q09697,LV2.217 Bus 77_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV2.217 Load 14_entity,-7.095650983005971e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Bus 43_HH2a_eff_vacWinter_ees,0.0039
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 14_entity,-6.541354944207611e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV4.202 Bus 12_HH1a_random_vacWinter_ees,0.0088
standard,70,standard,standard,none,rtt,fix,q09697,LV4.202 Bus 12_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09697,LV4.202 Load 28_entity,-0.0001385687730235231
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Bus 60_HH2a_random_vacWinter_ees,0.006
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Load 51_entity,-0.0001342931166073426
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Bus 27_HH2b_random_vacSummer_ees,0.0050999999999999995
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Bus 27_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Load 1_entity,-0.00010332716853344879
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Bus 28_HH2b_random_vacWinter_ees,0.0064
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Load 5_entity,-0.000518453393289582
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Bus 75_HH1a_random_vacWinter_ees,0.0088
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Bus 75_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Load 87_entity,-0.0001385687730235231
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Bus 71_HH2a_random_vacSummer_ees,0.0064
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Bus 71_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Load 91_entity,-7.656083532962227e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Bus 92_HH2b_random_vacSummer_ees,0.0050999999999999995
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Bus 92_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Load 3_entity,-0.00010332716853344879
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Bus 67_HH2b_random_vacWinter_ees,0.0064
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Load 62_entity,-0.000518453393289582
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Bus 32_HH2a_random_vacSummer_ees,0.0064
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Bus 32_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 34_entity,-7.541219232903856e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 81_entity,-0.0001342931166073426
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 82_entity,-5.5047e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 83_entity,-7.656083532962227e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Bus 46_HH1b_random_vacSummer_ees,0.0085
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Load 46_entity,-0.00029002361342077054
standard,70,standard,standard,none,rtt,fix,q09697,LV2.217 Bus 4_HH1a_random_vacSummer_ees,0.008199999999999999
standard,70,standard,standard,none,rtt,fix,q09697,LV2.217 Load 53_entity,-0.00011803396058864339
standard,70,standard,standard,none,rtt,fix,q09697,LV2.217 Load 51_entity,-0.00029002361342077054
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Bus 24_HH2b_eff_vacSummer_ees,0.0037
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Load 70_entity,-7.541219232903856e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Bus 119_HH2b_random_vacSummer_ees,0.0050999999999999995
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Bus 119_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Load 66_entity,-0.00010332716853344879
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Bus 93_HH1b_eff_vacSummer_ees,0.0056
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Load 114_entity,-9.602675467662038e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV2.217 Bus 57_HH2b_random_vacSummer_ees,0.0050999999999999995
standard,70,standard,standard,none,rtt,fix,q09697,LV2.217 Bus 57_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV2.217 Load 92_entity,-0.00010332716853344879
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Bus 120_HH1b_random_vacSummer_ees,0.0085
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Load 18_entity,-0.00029002361342077054
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Bus 24_HH2b_eff_vacWinter_ees,0.0037
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Bus 24_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Bus 24_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 3_entity,-7.095650983005971e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 75_entity,-0.0001385687730235231
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 76_entity,-0.00011111199999999999
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 77_entity,-0.000131652
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Bus 115_HH2a_random_vacSummer_ees,0.0064
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Bus 115_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Load 26_entity,-7.656083532962227e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Bus 4_HH1a_eff_vacSummer_ees,0.004900000000000001
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Load 29_entity,-0.00011059686946300945
standard,70,standard,standard,none,rtt,fix,q09697,LV1.202 Bus 6_HH2b_random_vacSummer_ees,0.0050999999999999995
standard,70,standard,standard,none,rtt,fix,q09697,LV1.202 Bus 6_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV1.202 Load 6_entity,-0.00010332716853344879
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Bus 18_HH2a_random_vacWinter_ees,0.006
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Bus 18_LV6.202 Load 31_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Bus 18_LV6.202 Load 78_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 31_entity,-0.000360183
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 78_entity,-0.00027778
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 79_entity,-0.0001342931166073426
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Bus 102_HH2b_eff_vacWinter_ees,0.0037
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Bus 102_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Load 30_entity,-7.095650983005971e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Bus 132_HH1a_random_vacSummer_ees,0.008199999999999999
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Load 90_entity,-0.00011803396058864339
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Bus 14_HH1b_random_vacSummer_ees,0.0085
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Bus 14_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 28_entity,-7.656083532962227e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 72_entity,-0.00029002361342077054
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 73_entity,-0.000227529
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Bus 15_HH2b_eff_vacWinter_ees,0.0037
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Bus 15_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Load 72_entity,-7.095650983005971e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Bus 95_HH1a_eff_vacWinter_ees,0.004900000000000001
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Load 33_entity,-8.510707520687283e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV4.232 Bus 2_HH2b_eff_vacSummer_ees,0.0037
standard,70,standard,standard,none,rtt,fix,q09697,LV4.232 Load 11_entity,-7.541219232903856e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Bus 30_HH1a_random_vacSummer_ees,0.008199999999999999
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Load 38_entity,-0.00011803396058864339
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Bus 104_HH2a_eff_vacWinter_ees,0.0039
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Load 36_entity,-6.541354944207611e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV2.217 Bus 93_HH1b_eff_vacWinter_ees,0.0056
standard,70,standard,standard,none,rtt,fix,q09697,LV2.217 Bus 93_HH1b_eff_vacWinter_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV2.217 Load 33_entity,-9.738720331293197e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Bus 111_HH1a_random_vacWinter_ees,0.0088
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Bus 111_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Load 68_entity,-0.0001385687730235231
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Bus 39_HH1a_eff_vacWinter_ees,0.004900000000000001
standard,70,standard,standard,none,rtt,fix,q09697,LV6.202 Load 17_entity,-8.510707520687283e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Bus 80_HH2b_eff_vacSummer_ees,0.0037
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Load 25_entity,-7.541219232903856e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Bus 42_HH1a_eff_vacSummer_ees,0.004900000000000001
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Load 99_entity,-0.00011059686946300945
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Bus 43_HH2b_eff_vacSummer_ees,0.0037
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Load 73_entity,-7.541219232903856e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Bus 8_HH1a_random_vacWinter_ees,0.0088
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Bus 8_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Load 46_entity,-0.0001385687730235231
standard,70,standard,standard,none,rtt,fix,q09697,LV4.202 Bus 20_HH2b_random_vacWinter_ees,0.0064
standard,70,standard,standard,none,rtt,fix,q09697,LV4.202 Load 12_entity,-0.000518453393289582
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Bus 47_HH1a_eff_vacSummer_ees,0.004900000000000001
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Load 100_entity,-0.00011059686946300945
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Bus 91_HH1b_random_vacSummer_ees,0.0085
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Load 107_entity,-0.00029002361342077054
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Bus 77_HH1a_eff_vacWinter_ees,0.004900000000000001
standard,70,standard,standard,none,rtt,fix,q09697,LV2.203 Load 14_entity,-8.510707520687283e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Bus 127_HH1b_random_vacWinter_ees,0.0066
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Load 48_entity,-0.00010296098184290383
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Bus 69_LV3.203 Load 42_ees,0.0056
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Load 42_entity,-0.00011111199999999999
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Bus 1_LV5.217 Load 7_ees,0.004900000000000001
standard,70,standard,standard,none,rtt,fix,q09697,LV5.217 Load 7_entity,-5.5047e-05
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Bus 71_LV3.202 Load 91_ees,0.0064
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Load 91_entity,-0.000131652
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Bus 105_LV3.203 Load 94_ees,0.004900000000000001
standard,70,standard,standard,none,rtt,fix,q09697,LV3.203 Load 94_entity,-0.000131652
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Bus 60_LV3.202 Load 51_ees,0.0056
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Bus 60_LV3.202 Load 51_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Load 51_entity,-0.00011111199999999999
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Bus 132_LV3.204 Load 90_ees,0.0066
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Load 90_entity,-0.0016605679999999999
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Bus 111_LV3.205 Load 68_ees,0.004900000000000001
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Load 68_entity,-0.000227529
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Bus 11_LV3.202 Load 44_ees,0.008199999999999999
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Load 44_entity,-0.000360183
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Bus 83_LV3.204 Load 72_ees,0.0064
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Bus 83_LV3.204 Load 72_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Load 72_entity,-0.000151686
standard,70,standard,standard,none,rtt,fix,q09697,LV4.202 Bus 6_LV4.202 Load 29_ees,0.0037
standard,70,standard,standard,none,rtt,fix,q09697,LV4.202 Load 29_entity,-0.00019747799999999998
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Bus 13_LV3.204 Load 99_ees,0.0056
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Load 99_entity,-0.000227529
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Bus 80_LV3.205 Load 25_ees,0.0039
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Load 25_entity,-0.00019747799999999998
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Bus 133_LV3.205 Load 9_ees,0.008199999999999999
standard,70,standard,standard,none,rtt,fix,q09697,LV3.205 Load 9_entity,-0.000227529
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Bus 21_LV3.202 Load 27_ees,0.008199999999999999
standard,70,standard,standard,none,rtt,fix,q09697,LV3.202 Load 27_entity,-0.000227529
standard,70,standard,standard,none,rtt,fix,q09697,LV2.217 Bus 46_LV2.217 Load 83_ees,0.004900000000000001
standard,70,standard,standard,none,rtt,fix,q09697,LV2.217 Load 56_entity,-0.000151686
standard,70,standard,standard,none,rtt,fix,q09697,LV2.217 Load 83_entity,-0.000131652
standard,70,standard,standard,none,rtt,fix,q09697,LV3.204 Bus 20_LV3.204 Load 11_ees,0.0064
